S No.,name,genre,type,episodes,rating,Anime_Archetype
8873,Home My Home,Kids,Movie,1,4.13,Chronovault Nexus
8874,Hong Gil Dong 2084,"Action, Adventure",Movie,1,5,Chronovault Nexus
8875,Hong Kil-dong,"Adventure, Fantasy, Historical",Movie,1,5.08,Chronovault Nexus
8876,Hong Ling Jin Xia,"Action, School",ONA,1,5.85,Luminarch Dominion
8877,Hong Xing Xiao Yong Shi,"Historical, Kids, Slice of Life",Movie,1,6.13,Chronovault Nexus
8878,Honto ni Atta Gakkou Kaidan,"Kids, Mystery, School, Supernatural",OVA,1,6.14,Obliviscaris Spire
8879,Hopiwa Chadolbawi,"Action, Adventure, Historical, Shounen",Movie,1,4.85,Chronovault Nexus
8880,Horoscope: Anata no Seiza,Music,Music,1,4.29,Luminarch Dominion
8881,Hoshi Neko Fullhouse,"Comedy, Romance, Sci-Fi",OVA,4,6.18,Celestara Veil
8882,Hoshi no Ko Poron,Sci-Fi,TV,260,6.76,Chronovault Nexus
8883,Hoshi no Yuuenchi,"Adventure, Kids, Sci-Fi",OVA,1,5.17,Chronovault Nexus
8884,Hoshi Shinichi Short Short,"Comedy, Sci-Fi",TV,26,6.07,Luminarch Dominion
8885,Hoshi Shinichi Short Short Special,"Comedy, Sci-Fi",Special,1,6,Luminarch Dominion
8886,Hoshi Uranai Kirakira,"Kids, Music",Music,1,4.25,Luminarch Dominion
8887,Hoshigari Hime no Bouken,"Fantasy, Kids",OVA,1,5.64,Chronovault Nexus
8888,Hotaru Kagayaku,"Drama, Kids",OVA,1,5.9,Chronovault Nexus
8889,Hotaru no Mau Machi de,"Drama, Kids",OVA,1,6.17,Chronovault Nexus
8890,Hua Jiang Hu Zhi Bu Liang Ren,"Adventure, Drama, Historical, Martial Arts, Romance",ONA,54,8,Chronovault Nexus
8891,Hua Jianghu Zhi Ling Zhu,"Action, Drama, Fantasy, Historical, Martial Arts",ONA,41,7.57,Chronovault Nexus
8892,Huang Feihong Yong Chuang Tianxia,"Action, Martial Arts, Shounen",Movie,1,5.17,Obliviscaris Spire
8893,Huckleberry no Bouken (Movie),"Adventure, Drama, Historical",Movie,1,5.93,Chronovault Nexus
8894,Hula Kappa,Comedy,TV,78,6.09,Luminarch Dominion
8895,Hulu Xiongdi,"Action, Super Power",TV,13,7.4,Obliviscaris Spire
8896,Hungry to Win,"Action, Sports",ONA,1,4.43,Luminarch Dominion
8897,Hurdle,Drama,Movie,1,5.14,Luminarch Dominion
8898,Hustle Punch,"Comedy, Fantasy, Kids",TV,26,6.63,Chronovault Nexus
8899,Hwang-geum-ui Pal,"Shounen, Sports",Movie,1,4.17,Luminarch Dominion
8900,Hwanggeum Cheolin,"Action, Adventure, Demons, Kids, Super Power",Movie,1,4.81,Chronovault Nexus
8901,Hwanggeum Nalgae 1.2.3.,"Action, Mecha, Sci-Fi",Movie,1,4.52,
8902,Hyakubanme no Saru,"Historical, Kids",Movie,1,6.83,Chronovault Nexus
8903,"Hyakumannen Attara, Dousuru?",Kids,OVA,1,5,Chronovault Nexus
8904,Hybrid Deka,Comedy,Movie,1,5,Luminarch Dominion
8905,Hyokkori Hyoutan Shima,"Adventure, Kids",Movie,1,6.4,Chronovault Nexus
8906,Hyouga Senshi Gaislugger,"Action, Mecha, Sci-Fi",TV,20,6.37,
8907,Hyoutan,Psychological,Movie,1,4.74,Luminarch Dominion
8908,Hyoutan Suzume,Fantasy,Movie,1,5,Chronovault Nexus
8909,Hyper ERT,Kids,TV,20,6,Chronovault Nexus
8910,Ichiban Chikaku ni,"Drama, Slice of Life",OVA,1,6,Luminarch Dominion
8911,Ichigatsu ni wa Christmas,Romance,OVA,1,5.93,Luminarch Dominion
8912,Ichigo Ichie: Kimi no Kotoba,Comedy,TV,13,6.9,Luminarch Dominion
8913,Ichigo Ichie: Koibana Tomobana,Comedy,TV,13,7.1,Luminarch Dominion
8914,Ichimai no Etegami,"Drama, Kids",OVA,1,5,Chronovault Nexus
8915,Ichinen Ikkumi,"Kids, School",OVA,1,6.33,Chronovault Nexus
8916,Idea ga Tsukamaranai.,Dementia,Movie,1,4,Luminarch Dominion
8917,Ijigen Gattai Mojibakeru Z,"Game, Kids",ONA,1,5.35,Eclipsed Reverie
8918,Ijime Juuyon-sai no Message,Drama,OVA,1,5.5,Luminarch Dominion
8919,Ijime wa Zettai Warui!,"Drama, School, Slice of Life",OVA,1,7.67,Celestara Veil
8920,Ijimekko Ookami to Nana-chan,"Drama, Kids",OVA,1,8,Chronovault Nexus
8921,Ijiwaru Baasan,"Comedy, Slice of Life",TV,39,7.33,Luminarch Dominion
8922,Ijiwaru Baasan (1996),"Comedy, Slice of Life",TV,46,5.75,Luminarch Dominion
8923,Ikedaya Soudou,"Drama, Historical, Samurai",Movie,1,3.85,Aetherial Sanctum
8924,Ikemen Kyuugo-tai Nurse Angels,Comedy,TV,10,5.44,Luminarch Dominion
8925,Ikinari Dagon,"Adventure, Fantasy",TV,12,5.63,Chronovault Nexus
8926,Ikiteirutte Subarashii!,Kids,Movie,1,4.42,Chronovault Nexus
8927,"Ikitemasu, 15-sai.","Drama, Kids",OVA,1,6.33,Chronovault Nexus
8928,Ikkyuu-san (1978),"Action, School, Sports",TV,26,7.23,Obliviscaris Spire
8929,Ikkyuu-san to Yancha Hime,"Comedy, Historical, Kids",Movie,1,6.31,Chronovault Nexus
8930,Ikkyuu-san: Haru Da! Yancha Hime,"Comedy, Historical, Kids",Movie,1,6.86,Chronovault Nexus
8931,Ikkyuu-san: Ooabare Yancha-hime,"Comedy, Historical, Kids",Special,1,5.9,Chronovault Nexus
8932,Ikuze! Gen-san,Comedy,ONA,24,6.24,Luminarch Dominion
8933,Ima no Watashi ni Dekiru Koto...,Sci-Fi,ONA,2,5.4,Luminarch Dominion
8934,Imokawa Mukuzo: Chuugaeri no Maki,Comedy,Movie,1,6.17,Luminarch Dominion
8935,Inaka Nezumi to Machi Nezumi,Kids,Movie,1,4.28,Chronovault Nexus
8936,Inakappe Taishou,"Comedy, Sports",TV,104,6.8,Luminarch Dominion
8937,Inamuranohi,"Drama, Historical, Kids",OVA,1,8,Chronovault Nexus
8938,Indie Anibox: Selma Danbaekjil Coffee,"Comedy, Drama, Romance, Samurai, Sci-Fi",Movie,1,7.22,Aetherial Sanctum
8939,Inemuri Buu-chan,Kids,Movie,1,4.11,Chronovault Nexus
8940,Inferious Wakusei Senshi Gaiden Condition Green,"Action, Sci-Fi",OVA,6,6.08,Luminarch Dominion
8941,Inochi Kagayaku Akari,"Drama, Kids",OVA,1,5.71,Chronovault Nexus
8942,Inori no Te,"Drama, Historical, Kids",OVA,1,7,Chronovault Nexus
8943,Instant History,Historical,TV,312,6.68,Chronovault Nexus
8944,Interior,"Adventure, Comedy",ONA,1,5.06,Chronovault Nexus
8945,Introspection,Dementia,Movie,1,5.29,Luminarch Dominion
8946,Inui-san!,"Comedy, Shoujo",OVA,Unknown,5.2,Luminarch Dominion
8947,Inumarudashi,Comedy,TV,4,5.47,Luminarch Dominion
8948,Inuyama Kamiko no Kireigoto ja Owaranai!,Slice of Life,ONA,2,4.8,Luminarch Dominion
8949,Ippon Bouchou Mantarou,"Action, Seinen",OVA,2,6.2,Luminarch Dominion
8950,Ippou Nippon Mukashibanashi,"Comedy, Fantasy",ONA,12,4.22,Chronovault Nexus
8951,Iruka to Shounen,"Adventure, Kids",TV,13,5.04,Chronovault Nexus
8952,Isewan Taifuu Monogatari,"Drama, Historical",Movie,1,7.4,Chronovault Nexus
8953,Ishii Hisaichi no Dai Seikai,"Comedy, Parody",OVA,1,5.13,Luminarch Dominion
8954,Ishii Hisaichi no Nanda Kanda Gekijou,"Comedy, Martial Arts, Sci-Fi, Space",OVA,2,8,
8955,Ishinomori Shoutarou no Rekishi Adventure,"Historical, Samurai",OVA,5,5.86,Aetherial Sanctum
8956,Ishitsubutsu Toriatsukaijo,"Drama, Music",Music,1,5.11,Luminarch Dominion
8957,Isobe Isobee Monogatari: Ukiyo wa Tsurai yo,"Comedy, Historical",ONA,Unknown,5.58,Chronovault Nexus
8958,Isobe Isobee Monogatari: Ukiyo wa Tsurai yo (2015),"Comedy, Historical, Shounen",ONA,Unknown,6,Chronovault Nexus
8959,Issunboushi,Drama,Movie,1,6,Luminarch Dominion
8960,Itazura Post,Comedy,Movie,1,7,Luminarch Dominion
8961,Itazura Tenshi Chippo-chan,"Comedy, Kids",TV,240,7.33,Chronovault Nexus
8962,Itoshi no Betty Mamonogatari,"Fantasy, Romance, Seinen",Movie,1,5.39,Chronovault Nexus
8963,Itoshi no Muco OVA,"Comedy, Slice of Life",OVA,1,5.84,Luminarch Dominion
8964,Itsuka no Main: Kaminari Shounen - Tenta Sanjou!,"Action, Drama, Seinen",OVA,1,6.73,Luminarch Dominion
8965,Itsumo Kokoro ni Ho,"Music, Slice of Life",ONA,1,4.86,Luminarch Dominion
8966,Itsumo Kokoro ni Taiyou wo!,"Comedy, Ecchi",TV,16,5.75,Luminarch Dominion
8967,Iwata Kunchi no Obaachan,"Drama, Historical, Kids",OVA,1,6.33,Chronovault Nexus
8968,J League wo 100-bai Tanoshiku Miru Houhou!!,"Comedy, Parody, Sports",Movie,1,4.17,Luminarch Dominion
8969,Jakusansei Million Arthur,"Comedy, Fantasy",ONA,Unknown,6.61,Chronovault Nexus
8970,Jakusansei Million Arthur Specials,"Comedy, Fantasy",Special,3,5.89,Chronovault Nexus
8971,Jam the Housnail,"Adventure, Kids",TV,15,7,Chronovault Nexus
8972,Jangdokdae,"Drama, Historical",Movie,1,4.36,Chronovault Nexus
8973,Jankenman: Kaijuu Dai Kessen,"Comedy, Kids",OVA,1,6.31,Chronovault Nexus
8974,Japonese,Comedy,Movie,1,6.67,Luminarch Dominion
8975,Jarinko Chie (TV),"Comedy, Drama, Slice of Life",TV,64,7.11,Celestara Veil
8976,Jarujio Animal,"Adventure, Comedy, Parody",TV,10,8.33,Chronovault Nexus
8977,Jataka Monogatari: Kiniro no Shika,Kids,Movie,1,4.52,Chronovault Nexus
8978,Jeonja Ingan 337,"Action, Sci-Fi, Super Power",Movie,1,4.54,Luminarch Dominion
8979,Jeremy no Ki,"Drama, Fantasy, Kids",OVA,1,6.13,Chronovault Nexus
8980,Jewelpet: Attack Chance!?,"Comedy, Fantasy, Magic, Shoujo",ONA,Unknown,5.89,Chronovault Nexus
8981,Ji no Nai Hagaki,Slice of Life,OVA,1,6,Luminarch Dominion
8982,Jiaoao de Jiangjun,Drama,Movie,1,5.64,Luminarch Dominion
8983,Jibun no Mune ni te wo Atete,"Drama, Kids",OVA,1,4.88,Chronovault Nexus
8984,Jidou Bungaku Library,"Demons, Drama, Fantasy, Historical, Kids, Magic, Romance, Samurai, Supernatural",OVA,6,8.5,Aetherial Sanctum
8985,Jigoku Koushien,"Comedy, Horror, Shounen, Sports",OVA,1,5.14,Obliviscaris Spire
8986,Jigoku no Soubee,"Comedy, Demons, Drama, Kids",OVA,1,7.33,Chronovault Nexus
8987,Jijii: Owari no Hajimari,Music,Music,1,4.28,Luminarch Dominion
8988,Jikan,Dementia,Movie,1,3.77,Luminarch Dominion
8989,Jikkyou Chuukei,"Dementia, Music",Music,1,4.31,Luminarch Dominion
8990,Jim Button,"Adventure, Fantasy, Kids, Magic",TV,26,6.1,Chronovault Nexus
8991,Jin Ken Mamoru-kun to Ayumi-chan Sekai wo Shiawase ni,"Fantasy, Kids",OVA,1,4.92,Chronovault Nexus
8992,Jingi,"Adventure, Drama, Police",OVA,2,5.86,Chronovault Nexus
8993,Jinxiu Shenzhou Zhi Qi You Ji,"Adventure, Fantasy",TV,Unknown,4.67,Chronovault Nexus
8994,Jinzou Konchuu Kabutoborg VxV,"Action, Comedy, Fantasy, Game, Shounen",TV,52,6.94,Eclipsed Reverie
8995,Jiok,"Drama, Fantasy, Horror",Movie,1,6.22,Chronovault Nexus
8996,Jishin da!! Mii-chan no Bousai Kunren,"Drama, Kids",OVA,1,7.5,Chronovault Nexus
8997,Jishin ga Kitarou Dousuru? Mushi Mushi Mura no Bousai Kunren,"Drama, Kids",OVA,1,6.33,Chronovault Nexus
8998,Jitensha-hen,Music,Music,1,3.53,Luminarch Dominion
8999,Johnny Cypher,"Action, Adventure, Sci-Fi",TV,130,6.86,Chronovault Nexus
9000,Joki Joki Tailor,"Kids, Music",Music,1,4.06,Luminarch Dominion
9001,Joshikousei Nobunaga-chan!!,"Comedy, Ecchi, School",ONA,10,5.96,Celestara Veil
9002,Joukyou Monogatari,Slice of Life,Movie,1,5.4,Luminarch Dominion
9003,JU Chuuko Jidousha Hanbaishi x Peeping Life,"Comedy, Slice of Life",ONA,2,3.59,Luminarch Dominion
9004,Judo Sanka,"Shounen, Sports",TV,27,6.68,Obliviscaris Spire
9005,Judo-bu Monogatari,"School, Sports",OVA,2,5.88,Luminarch Dominion
9006,Juicy Jungle,"Music, Sci-Fi",Music,1,3.56,Luminarch Dominion
9007,Jungle Kurobee,Comedy,TV,31,6.8,Luminarch Dominion
9008,Jungle Taitei Leo: Hon-o-ji,"Adventure, Drama",Movie,1,6.77,Chronovault Nexus
9009,Jungle Wars,"Adventure, Kids",OVA,1,5.45,Chronovault Nexus
9010,Junkers Come Here: Memories of You,"Drama, Slice of Life",OVA,1,5.73,Luminarch Dominion
9011,Junod,"Drama, Historical",Special,1,6.97,Chronovault Nexus
9012,Justeen,"Action, Mecha, Sci-Fi",OVA,1,5.36,
9013,Juu-nin no Chiisa na Indian,Kids,Movie,1,3.5,Chronovault Nexus
9014,Juugo Shounen Hyouryuuki: Kaizokujima de! Daibouken,"Adventure, Fantasy, Kids, Sci-Fi",Movie,1,5.67,Chronovault Nexus
9015,Juuippiki no Neko to Ahoudori,"Adventure, Fantasy, Kids",Movie,1,5.7,Chronovault Nexus
9016,Juupiki no Kaeru,Kids,OVA,2,6.25,Chronovault Nexus
9017,Juuroku Jizou Monogatari: Sensou no Gisei ni Natta Kodomo-tachi,"Drama, Historical, Kids",OVA,1,6.33,Chronovault Nexus
9018,Kaba Enchou no Doubutsuen Nikki,"Comedy, Drama, Kids",Special,1,5.67,Chronovault Nexus
9019,Kaba no Potomasu,Kids,Movie,1,6.13,Chronovault Nexus
9020,Kabi Usagi,Comedy,ONA,Unknown,6.4,Luminarch Dominion
9021,Kabi Usagi: Game Center,Comedy,ONA,1,4.17,Luminarch Dominion
9022,Kabi Usagi: Hikouki,Comedy,ONA,1,3.92,Luminarch Dominion
9023,Kabi Usagi: Kaichuu,Comedy,ONA,1,4.17,Luminarch Dominion
9024,Kabocha no Oji-san,"Kids, Music",Music,1,4.75,Luminarch Dominion
9025,Kabushiki Kaisha Zoo,"Comedy, Kids",TV,12,6.33,Chronovault Nexus
9026,Kabushikigaisha Aokishouji,Comedy,Special,2,3.41,Luminarch Dominion
9027,Kacchikenee!,Supernatural,Movie,1,6.28,Luminarch Dominion
9028,Kachikachi Yama,Drama,Movie,1,5.33,Luminarch Dominion
9029,Kachikachi Yama (1939),Fantasy,Movie,1,7,Chronovault Nexus
9030,Kachikachi Yama (1940),Fantasy,Movie,1,6.5,Chronovault Nexus
9031,Kachikachi Yama (1958),Fantasy,Movie,1,5.67,Chronovault Nexus
9032,Kachikachi Yama no Shouboutai,Comedy,Movie,1,6.19,Luminarch Dominion
9033,Kachikachi Yama: Umi Yama-hen,Fantasy,Movie,1,5.5,Chronovault Nexus
9034,Kaden Manzai John TV Show!,Comedy,TV,25,5.67,Luminarch Dominion
9035,Kaette Kite yoo Toyama kara,Comedy,ONA,Unknown,4.17,Luminarch Dominion
9036,Kagaku Bouken-tai Tansar 5,"Adventure, Mystery, Sci-Fi, Supernatural",TV,34,6.73,Obliviscaris Spire
9037,Kagami,Romance,Movie,1,4.49,Luminarch Dominion
9038,Kagayake! Yuujou no V Sign,Sports,OVA,1,5.67,Luminarch Dominion
9039,Kage,"Drama, Historical",Movie,1,4.22,Chronovault Nexus
9040,Kage no Kodomo,Dementia,Movie,1,6.76,Luminarch Dominion
9041,Kagee Aesop Monogatari,"Adventure, Demons, Drama, Fantasy, Historical, Kids, Magic, Romance, Supernatural",TV,26,7.17,Chronovault Nexus
9042,Kagee Grimm Douwa,"Adventure, Demons, Drama, Fantasy, Historical, Kids, Magic, Romance, Supernatural",TV,52,5.94,Chronovault Nexus
9043,Kagee Mukashibanashi,"Adventure, Demons, Drama, Fantasy, Historical, Kids, Magic, Romance, Samurai, Supernatural",TV,65,7.5,Aetherial Sanctum
9044,Kagerou Daze: In a Day&#039;s,"Comedy, Magic, Romance, Sci-Fi, Slice of Life, Supernatural",Movie,1,7.29,Celestara Veil
9045,Kagerouka-kun,"Fantasy, Kids",OVA,1,5.19,Chronovault Nexus
9046,Kagirinaki Rakuen,Slice of Life,Movie,1,7.25,Luminarch Dominion
9047,Kahei no Umi,Historical,Movie,1,9.33,Chronovault Nexus
9048,Kai Douryoku,"Dementia, Sci-Fi",Movie,1,6.83,Luminarch Dominion
9049,Kai Douryoku Real,"Dementia, Sci-Fi",Movie,1,5.5,Luminarch Dominion
9050,Kaibutsu-kun: Demon no Ken,"Comedy, Horror, Kids, Shounen",Movie,1,5.88,Chronovault Nexus
9051,Kaibutsu-kun: Kaibutsu Land e no Shoutai,"Comedy, Horror, Kids, Shounen",Movie,1,6.22,Chronovault Nexus
9052,Kaijuu Sakaba Kanpai!,"Comedy, Supernatural",TV,13,4.9,Luminarch Dominion
9053,Kaijuu Sakaba Kanpai! Specials,Comedy,Special,13,4.6,Luminarch Dominion
9054,Kaiketsu Tamagon,"Adventure, Comedy, Kids",TV,195,5.65,Chronovault Nexus
9055,Kaiketsu Zorori Da-Da-Da-Daibouken!,"Adventure, Comedy",Movie,1,5.81,Chronovault Nexus
9056,Kaiketsu Zorori Movie: Uchuu no Yuusha-tachi,"Adventure, Comedy",Movie,1,5,Chronovault Nexus
9057,Kaiketsu Zorori: Mamoru ze! Kyouryuu no Tamago,"Adventure, Comedy, Kids",Movie,1,6.73,Chronovault Nexus
9058,"Kaitei Daisensou: Ai no 20,000 Miles","Action, Adventure",Special,1,6.03,Chronovault Nexus
9059,Kaitei Shounen Marine,"Action, Adventure, Kids, Sci-Fi",TV,65,6.49,Chronovault Nexus
9060,Kaitei Toshi no Dekiru made,Sci-Fi,Movie,1,8,Luminarch Dominion
9061,Kaitou Gary no Nihonjin Kouryakuhou!,Drama,OVA,1,5.54,Luminarch Dominion
9062,Kaitou Jigoma Ongaku-hen,Music,Movie,1,4.75,Luminarch Dominion
9063,Kaitou Lupin: 813 no Nazo,Mystery,Special,1,6.73,Obliviscaris Spire
9064,Kaitou Pride,"Adventure, Comedy, Kids",TV,105,6.75,Chronovault Nexus
9065,Kaizoku Ouji,"Adventure, Shounen",TV,31,7,Chronovault Nexus
9066,Kakinoki Mokkii,"Fantasy, Kids",Special,1,4.33,Chronovault Nexus
9067,Kakko Kawaii Sengen! Specials,Comedy,Special,14,5.13,Luminarch Dominion
9068,Kakkun Cafe,"Comedy, Parody, Slice of Life",Movie,1,5.86,Luminarch Dominion
9069,Kakuchou Shoujo-Kei Trinary,Mecha,ONA,Unknown,7.5,
9070,Kakusensou,"Drama, Historical, Kids",OVA,1,8.5,Chronovault Nexus
9071,Kamaishi no &quot;Kiseki&quot;: Inochi wo Mamoru Tokubetsu Jugyou,Drama,Special,1,5,Luminarch Dominion
9072,Kamen no Marionette-tachi,Dementia,Movie,1,6.75,Luminarch Dominion
9073,Kamen no Ninja Akakage,"Action, Fantasy",TV,23,6.89,Chronovault Nexus
9074,Kaminari Boy Pikkaribee★,"Adventure, Comedy, Kids",TV,54,6.2,Chronovault Nexus
9075,Kamiusagi Rope,"Comedy, Slice of Life",Movie,14,6,Luminarch Dominion
9076,Kamiusagi Rope (ONA),"Comedy, Slice of Life",ONA,Unknown,6,Luminarch Dominion
9077,Kamiusagi Rope 2,"Comedy, Slice of Life",Movie,12,5.41,Luminarch Dominion
9078,Kamiusagi Rope 2 Specials,"Comedy, Slice of Life",Special,4,3.67,Luminarch Dominion
9079,Kamiusagi Rope 3,"Comedy, Slice of Life",Movie,12,4.67,Luminarch Dominion
9080,Kamiusagi Rope 3 (ONA),"Comedy, Slice of Life",ONA,3,5.76,Luminarch Dominion
9081,Kamiusagi Rope Movie Episode 0,"Comedy, Slice of Life",ONA,1,4.92,Luminarch Dominion
9082,Kamiusagi Rope Specials,"Comedy, Slice of Life",Special,2,4.5,Luminarch Dominion
9083,"Kamiusagi Rope tsuka, Natsuyasumi Rasuichi tte Maji ssuka!?","Adventure, Comedy, Slice of Life",Movie,1,5.58,Luminarch Dominion
9084,Kamiusagi Rope x au Collaboration,"Comedy, Slice of Life",ONA,Unknown,5.2,Luminarch Dominion
9085,Kamiusagi Rope x Panasonic Collaboration,"Comedy, Slice of Life",Movie,1,5.79,Luminarch Dominion
9086,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,"Comedy, Slice of Life",TV,Unknown,6.25,Luminarch Dominion
9087,Kamiwaza Wanda,"Kids, Sci-Fi",TV,Unknown,5.29,Chronovault Nexus
9088,Kamotori Gonbee,Kids,Movie,1,3.89,Chronovault Nexus
9089,Kana Kana Kazoku,Comedy,ONA,Unknown,5.11,Luminarch Dominion
9090,Kana Kana Kazoku Shorts: Naru Haya Kakusan Kibou,Comedy,ONA,6,4.38,Luminarch Dominion
9091,Kana Kana Kazoku x Himitsukessha Taka no Tsume Collaboration Film,Comedy,ONA,1,4.45,Luminarch Dominion
9092,Kana Kana Kazoku: Kakusan Mare Bo ! 1-Wa-5-wa oo Matome Koukai… Ka na?,Comedy,ONA,1,5.11,Luminarch Dominion
9093,Kana Kana Kazoku: Rika in Wonderland,Comedy,ONA,1,4.25,Luminarch Dominion
9094,Kana Kana Kazoku: Shinnen no Goaisatsu,Comedy,ONA,1,3.74,Luminarch Dominion
9095,Kana Kana Kazoku: Stop Rubella,Comedy,ONA,1,4.14,Luminarch Dominion
9096,Kanagatari. Kanabakari.: Kanadian Families,Slice of Life,OVA,1,6.36,Luminarch Dominion
9097,Kanai,Mecha,ONA,1,4.12,Luminarch Dominion
9098,Kanashiki Mongoose,"Kids, Music",Music,1,3.36,Luminarch Dominion
9099,Kanbee-kun ga Yuku,"Comedy, Historical, Kids",Special,3,4.76,Chronovault Nexus
9100,KanColle Movie,"Action, Military, School, Sci-Fi, Slice of Life",Movie,1,7.69,
9101,Kaneko Misuzu: Yasashisa no Fuukei,"Drama, Kids",OVA,1,5.25,Chronovault Nexus
9102,Kangetsu Ittou: Akuryou Kiri,"Action, Martial Arts, Samurai",OVA,2,5.23,Aetherial Sanctum
9103,Kanimanji Engi,Fantasy,Movie,1,4.79,Chronovault Nexus
9104,Kankara Sanshin,"Drama, Historical",Movie,1,8,Chronovault Nexus
9105,Kansuke-san to Fushigi na Jitensha,"Fantasy, Kids",Movie,1,5.5,Chronovault Nexus
9106,Kappa Kawatarou,"Kids, Supernatural",Movie,1,4.85,Chronovault Nexus
9107,Kappa no Sanpei,"Adventure, Kids, Supernatural",Movie,1,6.11,Chronovault Nexus
9108,Kappa no Suribachi,"Fantasy, Kids",Movie,1,5,Chronovault Nexus
9109,Kappamaki,"Comedy, Slice of Life",TV,130,5.43,Luminarch Dominion
9110,Karakuri Kengou Den Musashi Lord,"Action, Adventure, Mecha",TV,50,6.37,
9111,Karaoke Senshi Mike-tarou,"Kids, Music",TV,20,7.05,Chronovault Nexus
9112,Karasu no Panya-san/Dorobou Gakkou,Kids,OVA,2,5.67,Chronovault Nexus
9113,Karasu no Puuta,Kids,TV,Unknown,8,Chronovault Nexus
9114,Karate Baka Ichidai,"Historical, Martial Arts, Sports",TV,47,7.35,Obliviscaris Spire
9115,Kareshi wa Hammerhead Shark,"Comedy, Kids, Slice of Life",TV,Unknown,3.78,Chronovault Nexus
9116,Kariage-kun,"Comedy, Seinen, Slice of Life",TV,59,6.5,Celestara Veil
9117,Karl to Fushigi na Tou,Kids,TV,26,5.14,Chronovault Nexus
9118,Karma,Dementia,Movie,1,4.49,Luminarch Dominion
9119,Karugamo Oyako no Hi no Youjin,"Drama, Kids",OVA,1,5.67,Chronovault Nexus
9120,Karuizawa Syndrome,"Action, Comedy, Drama, Slice of Life",OVA,1,6.27,Luminarch Dominion
9121,Kasa Jizou,"Fantasy, Historical",Movie,1,4.43,Chronovault Nexus
9122,Kaseifu ga Ita.,"Comedy, Shoujo, Slice of Life",OVA,1,4.55,Celestara Veil
9123,Kaseki Dorobou to Kyouryuuseki,"Adventure, Kids",ONA,1,5.59,Chronovault Nexus
9124,Kashikokimono,Music,Movie,1,4.93,Luminarch Dominion
9125,Kasumin,"Fantasy, Kids",TV,26,6.64,Chronovault Nexus
9126,Kasumin 2nd Season,"Fantasy, Kids",TV,26,6.36,Chronovault Nexus
9127,Katayoku no Khronos Gear,"Action, Sci-Fi",OVA,1,7.75,Luminarch Dominion
9128,Katsuobushi Dayo Jinsei wa,"Kids, Music",Music,1,4.28,Luminarch Dominion
9129,Katta-kun Monogatari,"Adventure, Kids",Movie,1,5,Chronovault Nexus
9130,Katte ni Shirokuma,Comedy,OVA,1,6.04,Luminarch Dominion
9131,Kattobase! Dreamers: Carp Tanjou Monogatari,Sports,Movie,1,5.2,Luminarch Dominion
9132,Kayoe! Chuugaku,"Comedy, School",TV,Unknown,6.77,Celestara Veil
9133,Kaze no Tabibito,"Drama, Kids",OVA,1,6.33,Chronovault Nexus
9134,Kaze no You ni,"Drama, Slice of Life",Movie,1,6.14,Luminarch Dominion
9135,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone Specials,"Adventure, Drama, Historical, Slice of Life",Special,2,6.24,Chronovault Nexus
9136,Kazu &amp; Yasu Hero Tanjou,"Drama, Sports",Movie,1,6.67,Luminarch Dominion
9137,Ken to Kaijuu,"Fantasy, Kids, Magic",Special,6,5.67,Chronovault Nexus
9138,Ken-chan,"Kids, Music",Music,1,4.75,Luminarch Dominion
9139,Kenji no Trunk,"Fantasy, Kids",Movie,1,6.1,Chronovault Nexus
9140,Kenka no Ato wa,"Kids, Music, Romance",Music,1,5.17,Luminarch Dominion
9141,Kenritsu Umisora Koukou Yakyuubu-in Yamashita Tarou-kun,Sports,OVA,1,5.67,Luminarch Dominion
9142,Kentauros no Densetsu,"Action, Drama",OVA,1,5.58,Luminarch Dominion
9143,Kentoushi,"Seinen, Sports",OVA,3,6.25,Luminarch Dominion
9144,Kero Kero Keroppi no Aladdin to Mahou no Lamp,"Fantasy, Kids",OVA,1,5.91,Chronovault Nexus
9145,Kero Kero Keroppi no Bikkuri! Obakeyashiki,"Kids, Supernatural",OVA,1,5.54,Chronovault Nexus
9146,Kero Kero Keroppi no Boku-tachi no Takaramono,"Fantasy, Kids",OVA,1,6.5,Chronovault Nexus
9147,Kero Kero Keroppi no Bouken: Pink no Kinoko,"Fantasy, Kids",OVA,1,6.15,Chronovault Nexus
9148,Kero Kero Keroppi no Christmas Eve no Okurimono,"Fantasy, Kids",OVA,1,6.1,Chronovault Nexus
9149,Kero Kero Keroppi no Dai Bouken,"Adventure, Fantasy, Kids",OVA,1,6,Chronovault Nexus
9150,Kero Kero Keroppi no Daibouken: Fushigi na Mame no Ki,"Adventure, Comedy, Kids",Movie,1,6.11,Chronovault Nexus
9151,Kero Kero Keroppi no Ganbare! Keroppooz,"Fantasy, Kids, Sports",OVA,1,6,Chronovault Nexus
